,ZR-167-D1,ZR-178-D1,ZR-103-D1,ZR-112-D1,ZR-095-D1,ZR-240-D1,ZR-106-D1,ZR-245-D1,ZR-092-D1,ZR-200-D1,JL-042-D1,ZR-088-D1,ZR-223-D1,ZR-093-D1,ZR-211-D1,ZR-187-D1,ZR-189-D1,JL-034-D1,ZR-243-D1,ZR-182-D1,ZR-183-D1,ZR-247-D1,ZR-196-D1,ZR-102-D1,ZR-238-D1,JL-054-D1,ZR-191-D1,ZR-222-D1,ZR-116-D1,JL-046-D1,JL-066-D1,ZR-203-D1,ZR-105-D1,ZR-195-D1,ZR-094-D1,ZR-188-D1,XY-031-D1,ZR-179-D1,ZR-230-D1,JL-070-D1,ZR-199-D1,ZR-109-D1,ZR-220-D1,ZR-242-D1,ZR-190-D1,ZR-111-D1,XY-026-D1,ZR-186-D1,XY-034-D1,XY-011-D1,XY-049-D1,XY-012-D1,ZR-181-D1,ZR-089-D1,ZR-180-D1,ZR-241-D1,ZR-221-D1,ZR-176-D1,JL-059-D1,ZR-177-D1,ZR-219-D1,XY-016-D1,XY-028-D1,JL-063-D1,XY-013-D1,ZR-090-D1,ZR-096-D1,ZR-091-D1,ZR-192-D1,JL-064-D1,ZR-193-D1,XY-024-D1,ZR-232-D1,JL-060-D1,ZR-113-D1,ZR-108-D1,ZR-184-D1,ZR-244-D1,ZR-110-D1,JL-072-D1,ZR-233-D1,JL-038-D1,JL-052-D1,ZR-235-D1,JL-044-D1,ZR-098-D1,XY-017-D1,JL-037-D1,JL-040-D1,JL-055-D1,JL-062-D1,JL-041-D1,JL-071-D1,JL-058-D1,ZR-229-D1,ZR-224-D1,JL-057-D1,ZR-239-D1,ZR-236-D1,JL-051-D1,JL-050-D1,ZR-225-D1,XY-030-D1,ZR-197-D1,ZR-104-D1,ZR-246-D1,ZR-237-D1,ZR-226-D1,XY-056-D1,JL-065-D1,JL-049-D1,JL-056-D1,ZR-231-D1,JL-039-D1,JL-043-D1,JL-045-D1,JL-047-D1,JL-067-D1,JL-069-D1,JL-068-D1
JL-042-D1,0.006167075,0.002140541,0.002410843,0.003030904,0.0021972,0.002582229,0.004222184,0.001969291,0.001875091,0.006246263,1.052404349,0.00282168,0.003421316,0.001483388,0.002936444,0.004929938,0.004272401,0.006338361,0.002338418,0.005788125,0.002345436,0.002278784,0.003469252,0.002036052,0.006581563,0.011843155,0.007139532,0.004613933,0.005644569,0.004036015,0.002907996,0.004906048,0.006203946,0.010150938,0.0051134,0.001776039,0.004975257,0.005660481,0.003176623,0.002796241,0.005173793,0.004103795,0.001836702,0.002523228,0.002994009,0.005942062,0.010955739,0.003711077,0.00277006,0.002733345,0.006039772,0.013859584,0.001759727,0.001725366,0.007470709,0.001491674,0.001941264,0.0020522,0.006128946,0.001432746,0.001391304,0.002201304,0.002129899,0.003814561,0.002770713,0.001796038,0.001388138,0.001439497,0.001779824,0.006397312,0.002247432,0.005282158,0.00502262,0.008954703,0.002873157,0.001364591,0.002407205,0.001405119,0.001437767,0.006179423,0.00160763,0.004708165,0.006579327,0.002364543,0.005688948,0.00186457,0.003355381,0.003145267,0.002208749,0.002155889,0.006806928,0.003516077,0.003976003,0.002934456,0.001298173,0.002267362,0.005585527,0.001707122,0.00139009,0.003703039,0.007364435,0.00177611,0.002733364,0.001440939,0.001401448,0.00138513,0.004816503,0.001379129,0.002105664,0.005821782,0.004816573,0.005473572,0.001318614,0.001832202,0.005934879,0.003183954,0.002014728,0.005364434,0.002922895,0.002763947
ZR-088-D1,0.002573915,0.010237802,0.004167788,0.002268619,0.00287999,0.005977051,0.003867874,0.003330928,0.007356256,0.006380801,0.00282168,1.0506849,0.002860582,0.002763216,0.006664298,0.005541167,0.002943508,0.002288365,0.007251674,0.005078239,0.005326729,0.010345346,0.010307879,0.005022255,0.002888577,0.003452048,0.006391686,0.003395763,0.00546785,0.006777885,0.002826986,0.003062757,0.008381601,0.002959343,0.005375246,0.001818102,0.002184128,0.002326681,0.003515299,0.004614862,0.002260492,0.004475296,0.002592185,0.008283003,0.003875166,0.008871153,0.002503909,0.002744563,0.002402768,0.005046303,0.003178156,0.003679461,0.005475786,0.006778093,0.00386868,0.003263522,0.00215293,0.002796963,0.001717623,0.001992585,0.002100988,0.002436371,0.003722352,0.002273725,0.001882604,0.005381665,0.001927237,0.002574549,0.002066928,0.002016147,0.002777371,0.002414199,0.002360629,0.002859933,0.002309946,0.002528444,0.004355589,0.005471731,0.001854038,0.002712122,0.006037741,0.002853194,0.003396283,0.002069647,0.00322397,0.002206311,0.002594444,0.005311101,0.00814855,0.006091072,0.00232558,0.003009149,0.006743017,0.002350195,0.002076195,0.002236352,0.004061742,0.002391521,0.002272284,0.003208666,0.00259586,0.002108809,0.002370487,0.005812482,0.002455739,0.006150199,0.002069107,0.002061732,0.002245743,0.00271608,0.002178823,0.003187186,0.002050659,0.001857918,0.002451386,0.002581693,0.001726219,0.003309743,0.00204063,0.002613897
ZR-223-D1,0.001734742,0.003507876,0.001587372,0.001848227,0.001722202,0.001940367,0.003450379,0.00184143,0.00207966,0.002329726,0.003421316,0.002860582,1.039597094,0.002556814,0.006572417,0.001637742,0.001488532,0.003682948,0.00512683,0.00168938,0.001576218,0.002033155,0.001903574,0.0067728,0.00214346,0.004451471,0.012168211,0.008516057,0.001811501,0.005682213,0.004370364,0.001624586,0.00618284,0.00438504,0.001845684,0.002121503,0.00263705,0.003089703,0.001944308,0.006859297,0.006839573,0.001354859,0.001648733,0.002002529,0.00177704,0.001689025,0.003131681,0.001987965,0.003022148,0.00407893,0.006779142,0.002470807,0.006962892,0.00199374,0.005618236,0.001940567,0.001487733,0.001893936,0.00394952,0.002267094,0.002337795,0.007484705,0.006061102,0.003996465,0.005938375,0.004093028,0.004071634,0.005122597,0.003194262,0.004407591,0.006609591,0.006706653,0.006432147,0.003199178,0.001454877,0.00231458,0.003160003,0.005844416,0.004532204,0.002764484,0.002348869,0.003453775,0.007561964,0.001596776,0.003639443,0.003681461,0.00321003,0.005574025,0.004266485,0.005042953,0.006697933,0.003461519,0.007877094,0.005530107,0.002598349,0.003240649,0.003209007,0.002086118,0.00255091,0.006182094,0.005831021,0.003476032,0.006629029,0.004827246,0.00236758,0.002779093,0.007311124,0.00515137,0.005777168,0.007249527,0.002671443,0.00665368,0.002658343,0.002452155,0.007235776,0.003689439,0.002813297,0.003706167,0.003540596,0.003706419
ZR-093-D1,0.002643358,0.008301992,0.010966186,0.003118342,0.008244908,0.004797887,0.002951585,0.003086119,0.003852156,0.004308965,0.001483388,0.002763216,0.002556814,1.031281868,0.005674139,0.003368529,0.00875693,0.002108255,0.005551443,0.00541569,0.011615132,0.00393968,0.00551001,0.005347276,0.002322365,0.002913967,0.002146875,0.002901733,0.00724943,0.005140175,0.003889232,0.003084127,0.002266819,0.002321658,0.005602918,0.006586553,0.001678813,0.002451791,0.00573664,0.001643307,0.00453208,0.006407116,0.00347428,0.003283747,0.006091826,0.006930485,0.001423467,0.006121234,0.001930043,0.001857931,0.001746936,0.00154027,0.007760945,0.007060152,0.00313796,0.003149258,0.004620303,0.010008088,0.001370652,0.003042414,0.003497374,0.001806239,0.004286079,0.001419988,0.001901068,0.004289449,0.006535174,0.002775571,0.007127788,0.001405747,0.004609666,0.001826174,0.00344907,0.001983396,0.007873167,0.010957454,0.003320319,0.004859161,0.009503536,0.001633617,0.006461653,0.004011516,0.001415395,0.003180867,0.002012911,0.004895158,0.001309568,0.002203424,0.001931017,0.004872234,0.001499472,0.001786253,0.004713435,0.002168838,0.003338132,0.005366967,0.001798999,0.004057162,0.003095178,0.001763956,0.001865367,0.004715595,0.001520367,0.00396728,0.011918977,0.002804826,0.003051052,0.009129043,0.001484094,0.001351333,0.001986377,0.001826573,0.002967572,0.003783888,0.001716613,0.002150318,0.0021883,0.001388862,0.001501763,0.003681519
ZR-211-D1,0.001799468,0.002544722,0.0026699,0.001738884,0.00192411,0.002503615,0.002175161,0.006200992,0.003824859,0.002783128,0.002936444,0.006664298,0.006572417,0.005674139,1.038012414,0.00239341,0.005506177,0.004001378,0.006062777,0.002344432,0.002817766,0.004733167,0.002913346,0.006064489,0.003457511,0.005495162,0.004846933,0.004393562,0.007369567,0.007186813,0.004521569,0.002369227,0.005910932,0.005470642,0.004809396,0.002328663,0.008131509,0.001801203,0.010166152,0.005183606,0.001957459,0.001968328,0.002089687,0.002039489,0.004549141,0.007859946,0.002704201,0.001977834,0.005128429,0.006438316,0.007505488,0.005521556,0.002262486,0.005114292,0.005525131,0.006896941,0.002324329,0.007430682,0.001801427,0.002518624,0.005047979,0.00762067,0.004163207,0.002164529,0.004190899,0.00180301,0.003983997,0.001977747,0.002300458,0.003298865,0.002203299,0.008920936,0.001884654,0.002403193,0.00355783,0.004259734,0.00186125,0.002695236,0.006766493,0.004051198,0.002347062,0.004697845,0.001952063,0.001908428,0.002483404,0.001975739,0.002148619,0.004545751,0.002873564,0.007601358,0.001892039,0.002157772,0.004893393,0.002444401,0.00732277,0.005356677,0.002146335,0.005312253,0.004944904,0.002161763,0.00215977,0.002198642,0.002399998,0.002479366,0.005411542,0.002306304,0.001930367,0.005725577,0.002971478,0.002308216,0.002263996,0.003269354,0.006096284,0.002714523,0.004537671,0.005190413,0.001805318,0.002044764,0.002014818,0.002602309
ZR-187-D1,0.007381896,0.00845376,0.003489349,0.003191535,0.010740445,0.008181296,0.009073679,0.005175357,0.003676747,0.006293892,0.004929938,0.005541167,0.001637742,0.003368529,0.00239341,1.032627098,0.005050908,0.002714501,0.00545137,0.006901088,0.006653974,0.005779729,0.012133157,0.002403637,0.004648498,0.004886617,0.007426485,0.002910078,0.00532529,0.004523207,0.001788891,0.01128515,0.006694587,0.006675882,0.008114418,0.003454028,0.001992775,0.006652838,0.004176745,0.002507694,0.002597659,0.00583801,0.006185491,0.009554015,0.007515766,0.00766775,0.002373189,0.007032681,0.002190775,0.002491111,0.001587486,0.005670665,0.003554688,0.002191356,0.006781362,0.003494507,0.004162276,0.003357863,0.002718889,0.002158866,0.004274603,0.001572391,0.001393635,0.001144801,0.001351074,0.003436559,0.00205367,0.001728992,0.005411776,0.001820586,0.006426728,0.001498843,0.002718002,0.004452041,0.002744893,0.004308527,0.005266441,0.002422216,0.002432562,0.002841204,0.003286093,0.004105349,0.001737215,0.006679187,0.001862659,0.002228723,0.001640329,0.002243899,0.00188503,0.001657171,0.0013853,0.001404725,0.001919034,0.00151699,0.002028464,0.006892396,0.002204333,0.002649664,0.005213036,0.001786065,0.002917798,0.007232363,0.001291843,0.00552116,0.005429446,0.002048924,0.004110557,0.002857719,0.001174675,0.001823449,0.002166041,0.001914251,0.001836369,0.001746813,0.003617339,0.001335429,0.001763227,0.001439988,0.001264582,0.001555095
ZR-189-D1,0.003346781,0.00231569,0.010954698,0.004264065,0.005410958,0.002623262,0.007416843,0.009277894,0.006792298,0.006872862,0.004272401,0.002943508,0.001488532,0.00875693,0.005506177,0.005050908,1.031583169,0.001789405,0.002890508,0.005228558,0.008764008,0.006332562,0.006794897,0.00270726,0.00563574,0.004421003,0.002111844,0.006472669,0.007216335,0.001644191,0.00170064,0.007421809,0.002457735,0.008019218,0.004122829,0.010785414,0.00197277,0.002393921,0.006012917,0.001224916,0.006082824,0.005123986,0.003876597,0.002318392,0.02094508,0.00515651,0.001780921,0.004244469,0.001616556,0.0017389,0.00145335,0.004222989,0.002515201,0.006281963,0.002293123,0.00285363,0.010504163,0.016587967,0.001431823,0.003100894,0.008665746,0.0014879,0.00144492,0.001060994,0.001050884,0.003746629,0.006882976,0.001814738,0.00659528,0.001169741,0.002202433,0.001379899,0.00189868,0.001394609,0.01065824,0.003190523,0.006476431,0.003905915,0.006521384,0.001866859,0.002046081,0.001224233,0.001210007,0.004752813,0.001223545,0.003641868,0.001272134,0.001293235,0.001491273,0.001891593,0.001192632,0.001065874,0.001395083,0.001522303,0.006106338,0.009033397,0.001252489,0.003107911,0.002610533,0.001123017,0.001243756,0.00322276,0.001124838,0.002229318,0.004030956,0.004750853,0.001879954,0.005259826,0.00102409,0.001266137,0.002201891,0.001099645,0.006759815,0.001969977,0.001245869,0.004045416,0.003433978,0.001222415,0.000986261,0.001043975
JL-034-D1,0.002372712,0.002455815,0.001738417,0.001521435,0.001677077,0.001970167,0.002648913,0.001845818,0.001496781,0.001550522,0.006338361,0.002288365,0.003682948,0.002108255,0.004001378,0.002714501,0.001789405,1.123038803,0.003190694,0.001387944,0.001810617,0.001649629,0.001738301,0.005637727,0.002064254,0.006994452,0.005602305,0.001545634,0.001901933,0.006186105,0.00382593,0.00269123,0.002736146,0.006029719,0.00597711,0.002928078,0.002122866,0.001853494,0.002730418,0.003609739,0.001893191,0.002681965,0.001695089,0.002254278,0.001778249,0.002088294,0.002292705,0.001628113,0.002065689,0.002881185,0.002537001,0.005248396,0.001867565,0.001538028,0.00217019,0.002339145,0.001585473,0.002328438,0.013120837,0.003134678,0.00162984,0.002436875,0.003510697,0.003091278,0.003324765,0.002653552,0.001516099,0.002880902,0.001494923,0.005222931,0.002801029,0.002584299,0.002053699,0.005875628,0.001940301,0.001750243,0.002085267,0.001517369,0.001995083,0.004226151,0.002806943,0.004368277,0.004302008,0.00222233,0.005894077,0.00295169,0.002361954,0.006159617,0.00295733,0.007099329,0.002746318,0.003138994,0.007273236,0.004546174,0.00155168,0.005184247,0.005992843,0.001935533,0.001630604,0.003245943,0.004983797,0.001434638,0.003169626,0.001670975,0.001820071,0.0018319,0.002219144,0.001885156,0.002542784,0.003905604,0.002684845,0.003028122,0.001850197,0.005868487,0.003014679,0.004002064,0.002326857,0.002681137,0.003079096,0.003528913
ZR-243-D1,0.0024295,0.009536037,0.002807359,0.002005014,0.002408327,0.007776688,0.002682732,0.002434266,0.009184664,0.008347241,0.002338418,0.007251674,0.00512683,0.005551443,0.006062777,0.00545137,0.002890508,0.003190694,1.045968525,0.003544463,0.003745533,0.00687082,0.008235016,0.002205889,0.00228042,0.005617662,0.004922663,0.005811018,0.005940961,0.002265758,0.00226459,0.002999351,0.002727816,0.00515484,0.002232752,0.002596943,0.00161029,0.00312442,0.007509959,0.004272014,0.003145189,0.003451612,0.002572026,0.008710615,0.003025562,0.00403327,0.001664664,0.003266126,0.002975274,0.001536229,0.002139705,0.002103961,0.013486668,0.00282009,0.002793043,0.002581593,0.00206628,0.005109134,0.00336297,0.002166554,0.0021915,0.001739402,0.001793196,0.002022767,0.001677018,0.005069984,0.003057165,0.002919583,0.004248,0.001837148,0.006488153,0.001610874,0.012196355,0.002189162,0.002004225,0.006268093,0.003974007,0.00326771,0.005368484,0.001929927,0.004828618,0.002306478,0.0021422,0.004332807,0.001731145,0.005135577,0.002331283,0.005934532,0.00278312,0.00199871,0.002318963,0.002817693,0.006500801,0.00208573,0.004321863,0.003476705,0.002962154,0.002336115,0.005363281,0.002017214,0.003168606,0.006873727,0.003183916,0.005973796,0.005557836,0.003321725,0.007242489,0.006336424,0.001504123,0.002206363,0.001959566,0.002104148,0.002760378,0.002651173,0.002079807,0.001682633,0.00220609,0.001934904,0.001581214,0.001882551
ZR-182-D1,0.007348156,0.006620754,0.005838297,0.00692161,0.005668091,0.005846847,0.002794397,0.002749876,0.007493406,0.005289079,0.005788125,0.005078239,0.00168938,0.00541569,0.002344432,0.006901088,0.005228558,0.001387944,0.003544463,1.050157332,0.007193983,0.005300332,0.009458019,0.002275947,0.010042347,0.002197486,0.002235443,0.002180054,0.00931064,0.001725801,0.001168322,0.006090846,0.004097802,0.003310863,0.007151049,0.002862238,0.007476308,0.010536939,0.003296705,0.00137941,0.002123148,0.007861354,0.005976085,0.004188079,0.004859946,0.009791272,0.002688856,0.012094556,0.007016568,0.002641631,0.001899937,0.005627785,0.00856477,0.004925246,0.011401841,0.002348726,0.002712751,0.003104978,0.001672215,0.001734857,0.001986137,0.001942046,0.001797037,0.001063541,0.002244189,0.002527992,0.002384641,0.001740915,0.008301936,0.001224014,0.006773438,0.00208623,0.002451286,0.001648571,0.005888644,0.007121341,0.002326319,0.002500896,0.002225068,0.002543435,0.004282826,0.001164257,0.001135134,0.005747438,0.001213593,0.001875306,0.001251157,0.001666379,0.001608506,0.001273545,0.001036866,0.001039256,0.001355822,0.001074112,0.001953466,0.003343867,0.001198261,0.002596589,0.00617081,0.00099365,0.001445789,0.003221421,0.001255364,0.008722684,0.004293346,0.002193666,0.008058392,0.003156033,0.001412995,0.00156435,0.001560309,0.001110482,0.001686044,0.002074596,0.00135252,0.001186107,0.001418448,0.001085471,0.00097371,0.001053126
ZR-183-D1,0.008057314,0.004523508,0.005911311,0.00393278,0.004878696,0.005290311,0.005270287,0.002782944,0.005422006,0.007658291,0.002345436,0.005326729,0.001576218,0.011615132,0.002817766,0.006653974,0.008764008,0.001810617,0.003745533,0.007193983,1.048250405,0.005454919,0.004600262,0.002745426,0.003827895,0.003365684,0.002528215,0.002307222,0.005888015,0.004263843,0.001437145,0.005306913,0.002738838,0.005720001,0.003935277,0.014602601,0.001833167,0.004633601,0.003509459,0.001320068,0.005200665,0.013912113,0.006806339,0.005983454,0.006471939,0.009421833,0.001429286,0.005884997,0.001948267,0.00155492,0.001513601,0.002296233,0.007352375,0.004159776,0.006004748,0.002176481,0.006429077,0.012193014,0.001833859,0.001898197,0.002946229,0.001170738,0.001544711,0.000952298,0.001016595,0.003536688,0.003040404,0.001905084,0.007687205,0.001087069,0.003210641,0.001412384,0.004399253,0.002126587,0.007149863,0.008456446,0.002973694,0.002144015,0.004124014,0.001508945,0.003201542,0.001601696,0.001122809,0.007332827,0.001369533,0.003372568,0.001183206,0.001563711,0.001411938,0.001620237,0.001189647,0.001188579,0.003791589,0.00131286,0.002265763,0.008179885,0.001667222,0.005366968,0.002664373,0.001169449,0.001443565,0.004911645,0.001023696,0.00378947,0.006030012,0.002120878,0.002889209,0.005339452,0.00098798,0.001658293,0.001829952,0.001434426,0.002023766,0.002290883,0.001346876,0.001290475,0.001675626,0.001124212,0.000888599,0.001253257
ZR-247-D1,0.002255578,0.006463274,0.008093241,0.00282626,0.007340066,0.008919481,0.006059171,0.008510694,0.010579813,0.011629635,0.002278784,0.010345346,0.002033155,0.00393968,0.004733167,0.005779729,0.006332562,0.001649629,0.00687082,0.005300332,0.005454919,1.045417321,0.00749858,0.002302613,0.002327173,0.006311544,0.005376609,0.00601956,0.002964838,0.00227988,0.001775261,0.005370632,0.005176529,0.005133634,0.002958561,0.002150498,0.001616796,0.002001294,0.009765459,0.001656018,0.005681648,0.002830241,0.006259283,0.007614091,0.007123013,0.003086404,0.001875591,0.002970938,0.001873337,0.001461101,0.001567096,0.002261408,0.005444596,0.003947631,0.004131241,0.002289,0.00377913,0.004780283,0.001660311,0.00529836,0.005200292,0.001507233,0.001526841,0.001419108,0.001411114,0.005925569,0.002693715,0.00390517,0.002489496,0.001510435,0.002706027,0.001481942,0.002549508,0.001927252,0.002883194,0.00532934,0.007226547,0.006452,0.002142394,0.002100248,0.004102431,0.001793465,0.001603366,0.00190209,0.001343868,0.006457057,0.001760524,0.004418395,0.00444769,0.001776971,0.001372085,0.001259206,0.002214886,0.001501308,0.006108888,0.002304683,0.001719473,0.006961049,0.006591426,0.001353895,0.001663917,0.003000223,0.002322515,0.005146876,0.002499503,0.007107392,0.002384552,0.002454891,0.001327655,0.00175697,0.001696924,0.001479552,0.003165095,0.003316617,0.001395027,0.001588182,0.007496287,0.001396953,0.001217287,0.001431397
ZR-196-D1,0.006638467,0.011504857,0.008000192,0.00319708,0.005363875,0.005133755,0.003687082,0.005097984,0.006147476,0.010895764,0.003469252,0.010307879,0.001903574,0.00551001,0.002913346,0.012133157,0.006794897,0.001738301,0.008235016,0.009458019,0.004600262,0.00749858,1.028285847,0.002191803,0.007146947,0.002525618,0.005016864,0.004949914,0.008002302,0.00199969,0.003494003,0.011187644,0.004298255,0.005798896,0.004858234,0.004134848,0.001882254,0.00714998,0.006467582,0.00143889,0.002478928,0.006409696,0.003197117,0.010076751,0.006961054,0.006550729,0.002253062,0.007311789,0.002015485,0.001419165,0.001335436,0.003529368,0.004996551,0.003282358,0.003068459,0.003631451,0.003003757,0.008302392,0.001587449,0.001995277,0.002346513,0.0013691,0.001356791,0.001272727,0.00115609,0.005090777,0.004172871,0.002186505,0.004870309,0.001388158,0.00756897,0.00121935,0.002791812,0.001882506,0.003363559,0.003658367,0.004932662,0.005976199,0.002867921,0.002993935,0.006283482,0.001502671,0.001431511,0.005674325,0.001267591,0.002134158,0.001439723,0.004356307,0.004451911,0.001678942,0.001211665,0.001205159,0.001965111,0.001644247,0.00227311,0.0056377,0.001440178,0.002332146,0.002802922,0.001276431,0.001566069,0.006134086,0.001362019,0.007592661,0.00587285,0.005009807,0.004970027,0.003376292,0.001140966,0.001633303,0.001819043,0.001334067,0.002193973,0.002234596,0.001397066,0.001622555,0.001590925,0.001280628,0.001097392,0.00119952
ZR-102-D1,0.002516158,0.002748407,0.002837051,0.001859018,0.00234409,0.002115816,0.001904304,0.004839129,0.004780329,0.00178482,0.002036052,0.005022255,0.0067728,0.005347276,0.006064489,0.002403637,0.00270726,0.005637727,0.002205889,0.002275947,0.002745426,0.002302613,0.002191803,1.061457335,0.002269197,0.005322582,0.008450137,0.00213862,0.005466403,0.003371444,0.005792537,0.002383341,0.004749897,0.004582112,0.006811711,0.004775825,0.00215828,0.001976109,0.002889176,0.005957621,0.003564635,0.002717622,0.003641241,0.002240112,0.001934192,0.006314206,0.001817256,0.001848536,0.002208264,0.002351789,0.002091676,0.001917301,0.002600861,0.00328732,0.002562477,0.006495007,0.004434463,0.002618323,0.004949408,0.003690882,0.008180601,0.002679696,0.003724247,0.002084098,0.001942535,0.002705006,0.003851749,0.005320666,0.002683999,0.001987823,0.00503926,0.002759917,0.003591201,0.002389327,0.004990304,0.006942181,0.003207799,0.006114196,0.004300024,0.002028261,0.006196284,0.001828829,0.002387503,0.005020731,0.003499803,0.004992565,0.00218207,0.0021193,0.003361184,0.003437053,0.003247184,0.004735355,0.002347175,0.002178681,0.005021104,0.008734906,0.002349029,0.005347641,0.005457585,0.00243538,0.001994554,0.002139821,0.001857882,0.005698591,0.009720419,0.004576377,0.002506686,0.005746325,0.001985882,0.007125763,0.002187659,0.004444923,0.003552243,0.002035512,0.002322839,0.005013288,0.002127119,0.002534628,0.003068762,0.002436363
ZR-238-D1,0.019511191,0.002157693,0.007208466,0.006759905,0.0031733,0.00548956,0.003818458,0.002774276,0.002246556,0.003204433,0.006581563,0.002888577,0.00214346,0.002322365,0.003457511,0.004648498,0.00563574,0.002064254,0.00228042,0.010042347,0.003827895,0.002327173,0.007146947,0.002269197,1.052203222,0.00222002,0.00352351,0.003724686,0.006128187,0.002560455,0.001305477,0.012399717,0.007743843,0.008546277,0.006716266,0.006478728,0.006954211,0.012191997,0.002102881,0.001671645,0.002043508,0.008089551,0.006101292,0.003152537,0.004403396,0.008193317,0.002505399,0.00801225,0.004584223,0.002808425,0.002355985,0.008360648,0.001895584,0.002406701,0.005315949,0.001909944,0.008682076,0.004302271,0.00249358,0.001438816,0.001996608,0.001894169,0.001364199,0.001153597,0.001358623,0.0029221,0.00194914,0.001316342,0.006193614,0.002636957,0.005944738,0.001767254,0.00175059,0.002262842,0.005998811,0.001830725,0.001895495,0.001913079,0.002065505,0.00222349,0.002094005,0.001217914,0.001488476,0.020091103,0.001543699,0.002214688,0.001522276,0.004762168,0.001410753,0.001299226,0.001462565,0.001602512,0.001554545,0.001406653,0.001554004,0.00790209,0.001927749,0.001754595,0.001785319,0.001451359,0.001725775,0.007462954,0.001203359,0.002146684,0.002165769,0.001688624,0.004989592,0.001878712,0.001240719,0.002048036,0.00565447,0.001569374,0.001535179,0.001358828,0.002479851,0.001221086,0.001578241,0.002515387,0.001075367,0.001091046
JL-054-D1,0.001981776,0.002232739,0.001828559,0.001753077,0.002032478,0.007618468,0.004661505,0.002189364,0.002271073,0.003082877,0.011843155,0.003452048,0.004451471,0.002913967,0.005495162,0.004886617,0.004421003,0.006994452,0.005617662,0.002197486,0.003365684,0.006311544,0.002525618,0.005322582,0.00222002,1.044289778,0.007494364,0.002302456,0.003112637,0.006469087,0.006474292,0.002536407,0.003144648,0.007224317,0.002224781,0.001740823,0.002554755,0.00204315,0.00490167,0.0072283,0.00199611,0.001592752,0.002850494,0.004739249,0.004635731,0.002656695,0.004646995,0.003212459,0.005044843,0.003294087,0.008171256,0.007583185,0.001784493,0.001705789,0.003916354,0.001576739,0.002760685,0.002489065,0.008322277,0.00209121,0.001596743,0.002621785,0.002882812,0.005818192,0.003262361,0.001710531,0.001620267,0.002457934,0.00167007,0.004081327,0.001838965,0.004006783,0.002718644,0.00646912,0.001751002,0.001810423,0.001770765,0.001818681,0.001731327,0.008811402,0.002616703,0.003785007,0.003349263,0.001893658,0.008663137,0.005045861,0.006406654,0.003265062,0.004215177,0.003028525,0.003437119,0.005585788,0.004756191,0.003541592,0.001633327,0.002197554,0.004889785,0.002151548,0.002063555,0.003219099,0.006282688,0.001829973,0.004583829,0.001756801,0.001626004,0.001765451,0.00584606,0.001636578,0.003346965,0.008629659,0.00785394,0.004016642,0.001544343,0.002604355,0.004847726,0.005377693,0.004814361,0.003257353,0.003835315,0.005820514
ZR-191-D1,0.004378336,0.007444539,0.002106709,0.002409683,0.002269613,0.003999907,0.004289066,0.003008629,0.003569919,0.00553781,0.007139532,0.006391686,0.012168211,0.002146875,0.004846933,0.007426485,0.002111844,0.005602305,0.004922663,0.002235443,0.002528215,0.005376609,0.005016864,0.008450137,0.00352351,0.007494364,1.040064994,0.006149297,0.002648425,0.008146409,0.003289936,0.004690991,0.012247625,0.006833229,0.006696532,0.001899632,0.002256595,0.005199775,0.004526381,0.005820015,0.006324835,0.00232381,0.003049115,0.003090611,0.002431439,0.004088972,0.002945464,0.002652839,0.001809222,0.002482151,0.002310718,0.002997933,0.002855821,0.00158683,0.011087734,0.0021709,0.00186915,0.001757946,0.004278473,0.001811186,0.002013442,0.002349599,0.001811043,0.002673066,0.002066966,0.002153894,0.001520125,0.001982781,0.001863096,0.008957595,0.006156049,0.002026962,0.007013298,0.003046384,0.001673202,0.001803475,0.004612768,0.001924691,0.001956858,0.002781422,0.002091595,0.005743569,0.009860082,0.002292002,0.002557666,0.001890734,0.001911887,0.004256662,0.002195033,0.002336597,0.006980646,0.003188736,0.00422726,0.003530647,0.001609969,0.0055244,0.002775777,0.004281108,0.001710349,0.005157951,0.006623455,0.001988541,0.00202181,0.002237437,0.002022155,0.001753083,0.002967271,0.001938124,0.001946277,0.007664153,0.002218193,0.007654342,0.001537526,0.001879517,0.00563865,0.002341637,0.003002027,0.003112789,0.002947652,0.003041836
