,ZR-167-D1,ZR-178-D1,ZR-103-D1,ZR-112-D1,ZR-095-D1,ZR-240-D1,ZR-106-D1,ZR-245-D1,ZR-092-D1,ZR-200-D1,JL-042-D1,ZR-088-D1,ZR-223-D1,ZR-093-D1,ZR-211-D1,ZR-187-D1,ZR-189-D1,JL-034-D1,ZR-243-D1,ZR-182-D1,ZR-183-D1,ZR-247-D1,ZR-196-D1,ZR-102-D1,ZR-238-D1,JL-054-D1,ZR-191-D1,ZR-222-D1,ZR-116-D1,JL-046-D1,JL-066-D1,ZR-203-D1,ZR-105-D1,ZR-195-D1,ZR-094-D1,ZR-188-D1,XY-031-D1,ZR-179-D1,ZR-230-D1,JL-070-D1,ZR-199-D1,ZR-109-D1,ZR-220-D1,ZR-242-D1,ZR-190-D1,ZR-111-D1,XY-026-D1,ZR-186-D1,XY-034-D1,XY-011-D1,XY-049-D1,XY-012-D1,ZR-181-D1,ZR-089-D1,ZR-180-D1,ZR-241-D1,ZR-221-D1,ZR-176-D1,JL-059-D1,ZR-177-D1,ZR-219-D1,XY-016-D1,XY-028-D1,JL-063-D1,XY-013-D1,ZR-090-D1,ZR-096-D1,ZR-091-D1,ZR-192-D1,JL-064-D1,ZR-193-D1,XY-024-D1,ZR-232-D1,JL-060-D1,ZR-113-D1,ZR-108-D1,ZR-184-D1,ZR-244-D1,ZR-110-D1,JL-072-D1,ZR-233-D1,JL-038-D1,JL-052-D1,ZR-235-D1,JL-044-D1,ZR-098-D1,XY-017-D1,JL-037-D1,JL-040-D1,JL-055-D1,JL-062-D1,JL-041-D1,JL-071-D1,JL-058-D1,ZR-229-D1,ZR-224-D1,JL-057-D1,ZR-239-D1,ZR-236-D1,JL-051-D1,JL-050-D1,ZR-225-D1,XY-030-D1,ZR-197-D1,ZR-104-D1,ZR-246-D1,ZR-237-D1,ZR-226-D1,XY-056-D1,JL-065-D1,JL-049-D1,JL-056-D1,ZR-231-D1,JL-039-D1,JL-043-D1,JL-045-D1,JL-047-D1,JL-067-D1,JL-069-D1,JL-068-D1
ZR-190-D1,0.003012726,0.002372173,0.008677566,0.004427262,0.008608323,0.003099881,0.009564024,0.007785701,0.00756587,0.007735478,0.002994009,0.003875166,0.00177704,0.006091826,0.004549141,0.007515766,0.02094508,0.001778249,0.003025562,0.004859946,0.006471939,0.007123013,0.006961054,0.001934192,0.004403396,0.004635731,0.002431439,0.008519479,0.005181572,0.002028387,0.004266031,0.007563765,0.005028765,0.006789314,0.004222305,0.006891569,0.00165516,0.002351624,0.005374835,0.001567254,0.006022296,0.003256105,0.004001891,0.002616169,1.029959815,0.005674103,0.002337489,0.003900582,0.001848692,0.00189046,0.001960459,0.005018741,0.002412794,0.006903474,0.002574978,0.002184589,0.010870694,0.013770864,0.001635107,0.003275783,0.006220547,0.001307314,0.001273902,0.001855066,0.001468828,0.004437442,0.005355835,0.002358845,0.007092656,0.001532722,0.00448989,0.001307371,0.001930584,0.002851812,0.007212718,0.00245071,0.007601187,0.005403371,0.002667403,0.004337045,0.002020507,0.001751654,0.00152861,0.002779309,0.004073194,0.005509945,0.001667628,0.001736827,0.001778491,0.001570751,0.001402324,0.001761751,0.002166688,0.004461177,0.003525662,0.003699737,0.001742797,0.002583506,0.002982341,0.001673841,0.001463614,0.005267434,0.001378814,0.002068461,0.002123088,0.005390318,0.001963683,0.002036136,0.001614567,0.00173513,0.004590469,0.001576106,0.005191801,0.002241739,0.001500937,0.001671091,0.003788089,0.00143387,0.002452887,0.001573198
ZR-111-D1,0.007251003,0.005247424,0.006092224,0.006380964,0.002643534,0.003643178,0.00285732,0.002845322,0.003228732,0.006358038,0.005942062,0.008871153,0.001689025,0.006930485,0.007859946,0.00766775,0.00515651,0.002088294,0.00403327,0.009791272,0.009421833,0.003086404,0.006550729,0.006314206,0.008193317,0.002656695,0.004088972,0.002161748,0.01037866,0.002694564,0.001318494,0.006369627,0.009579462,0.008946268,0.014840115,0.003683952,0.00278372,0.006940516,0.005026659,0.003835079,0.001804281,0.008244117,0.005533734,0.003143819,0.005674103,1.05205961,0.00303193,0.005512049,0.006997969,0.002257685,0.002128782,0.009212219,0.00280512,0.007305691,0.003999354,0.00361177,0.002891395,0.004108223,0.001818674,0.001475,0.002182593,0.002084778,0.001720159,0.00102012,0.001243044,0.002540083,0.002217201,0.00151239,0.004384618,0.00149616,0.005401461,0.001889652,0.002028502,0.001518362,0.006484557,0.00322709,0.001934189,0.00207776,0.002658549,0.002912152,0.005057974,0.001520632,0.001175846,0.008295863,0.001205847,0.001891277,0.00128014,0.001830872,0.001409967,0.001757018,0.001102005,0.001154825,0.001685166,0.001109717,0.002003589,0.00856747,0.00131208,0.002481804,0.002223945,0.001061283,0.001598432,0.002629812,0.001090094,0.004044091,0.006070846,0.002164642,0.003072805,0.002881287,0.001218587,0.001496354,0.001580185,0.001305213,0.001936463,0.001548854,0.001409013,0.001457649,0.001335638,0.001200203,0.000945044,0.001037332
XY-026-D1,0.002201918,0.001799456,0.001533991,0.003887449,0.002203457,0.003039408,0.0064214,0.00137791,0.001552858,0.006411385,0.010955739,0.002503909,0.003131681,0.001423467,0.002704201,0.002373189,0.001780921,0.002292705,0.001664664,0.002688856,0.001429286,0.001875591,0.002253062,0.001817256,0.002505399,0.004646995,0.002945464,0.003617239,0.001831929,0.00432086,0.006472373,0.001726011,0.005160463,0.006412833,0.002348696,0.001495478,0.007481831,0.00240891,0.001767105,0.003155671,0.004764357,0.001668182,0.001473284,0.001595598,0.002337489,0.00303193,1.041623128,0.003024145,0.009107452,0.00887717,0.006640871,0.017221923,0.002086459,0.001672034,0.004996948,0.004379725,0.001416846,0.001759266,0.002706263,0.001764512,0.001705567,0.003328684,0.003273367,0.00585577,0.006364807,0.002117481,0.004058931,0.001746775,0.001579688,0.007878871,0.004051358,0.005987156,0.002425516,0.008701958,0.001624413,0.001353813,0.004873382,0.001532315,0.00180005,0.006548427,0.001797199,0.008554274,0.00583135,0.001730534,0.005869523,0.001907394,0.009613928,0.003367057,0.003047754,0.002639742,0.007496162,0.006330428,0.003305594,0.003980717,0.001732374,0.001484862,0.007359257,0.001920607,0.001466398,0.004421339,0.006076988,0.002093875,0.006062065,0.001567474,0.001347336,0.004474371,0.003511342,0.001550465,0.007274558,0.004025557,0.006884535,0.006076316,0.001649724,0.005780636,0.007763848,0.003459427,0.00230896,0.007201624,0.00624595,0.003825595
ZR-186-D1,0.009982913,0.005205157,0.00633238,0.016279935,0.005172199,0.005121756,0.006584234,0.005361705,0.002732799,0.009003071,0.003711077,0.002744563,0.001987965,0.006121234,0.001977834,0.007032681,0.004244469,0.001628113,0.003266126,0.012094556,0.005884997,0.002970938,0.007311789,0.001848536,0.00801225,0.003212459,0.002652839,0.002769818,0.004959683,0.00631401,0.001152293,0.007393205,0.004575185,0.005202666,0.011494954,0.00389771,0.005053601,0.01907292,0.005565042,0.001329134,0.003199857,0.007680463,0.00382841,0.006695389,0.003900582,0.005512049,0.003024145,1.049838367,0.002977003,0.001575133,0.001477913,0.002927473,0.005107419,0.002933594,0.003268615,0.002311225,0.003041564,0.003733456,0.003160785,0.001646419,0.001921133,0.001523381,0.001487436,0.001153248,0.001278283,0.002703234,0.002230889,0.001635338,0.005700828,0.001469239,0.006302284,0.001410091,0.00327827,0.001858497,0.00381576,0.004982338,0.002322743,0.00213131,0.002447638,0.001699857,0.006813788,0.001394992,0.001479814,0.003806724,0.001206472,0.002127583,0.001305531,0.001437605,0.001276271,0.001384892,0.001479065,0.00116991,0.001506043,0.001105458,0.001725565,0.003366353,0.001519269,0.002627502,0.002436446,0.001316668,0.005656218,0.005601924,0.001380525,0.005870097,0.005405459,0.001732201,0.010180158,0.004925173,0.001183405,0.001757341,0.00142179,0.001376615,0.001802656,0.003054389,0.00261691,0.001171911,0.001761395,0.001444917,0.00112788,0.001150465
XY-034-D1,0.001921099,0.00231184,0.001456803,0.002364385,0.001687543,0.005303516,0.001433131,0.00171128,0.001992815,0.002195793,0.00277006,0.002402768,0.003022148,0.001930043,0.005128429,0.002190775,0.001616556,0.002065689,0.002975274,0.007016568,0.001948267,0.001873337,0.002015485,0.002208264,0.004584223,0.005044843,0.001809222,0.001641568,0.002820588,0.002089182,0.00632732,0.001781675,0.002812265,0.002404943,0.001991398,0.00385031,0.011635545,0.002160747,0.002574785,0.006493275,0.001607348,0.001609607,0.001819619,0.002067343,0.001848692,0.006997969,0.009107452,0.002977003,1.055222339,0.011462823,0.010797941,0.006686293,0.002733904,0.003325469,0.005078458,0.009093625,0.001743979,0.002769445,0.002753123,0.003107206,0.002012283,0.011105656,0.008990286,0.005394552,0.010919796,0.001527586,0.002865273,0.002452501,0.004653428,0.002827767,0.002760904,0.012332289,0.002106773,0.002347845,0.001659616,0.002099434,0.002477495,0.001909553,0.002103478,0.005375865,0.004103729,0.002944235,0.002096594,0.004784214,0.004767237,0.001918799,0.005760542,0.002317223,0.002956592,0.00271027,0.002315421,0.002548622,0.002106162,0.002655446,0.002362402,0.002102588,0.002170499,0.00392797,0.00483297,0.001994067,0.002483924,0.002325133,0.004805357,0.006010411,0.002123606,0.005853724,0.007962794,0.002480437,0.011013861,0.002147876,0.002823923,0.00231189,0.002420723,0.006865276,0.00273073,0.005064965,0.002292818,0.004497501,0.003193197,0.003013808
XY-011-D1,0.001301543,0.002255662,0.001398565,0.001382928,0.001784996,0.003195864,0.001583988,0.00210098,0.001402025,0.001547913,0.002733345,0.005046303,0.00407893,0.001857931,0.006438316,0.002491111,0.0017389,0.002881185,0.001536229,0.002641631,0.00155492,0.001461101,0.001419165,0.002351789,0.002808425,0.003294087,0.002482151,0.001408241,0.002495644,0.005641162,0.007191907,0.001689438,0.004882855,0.00158903,0.001374958,0.001578659,0.011449611,0.001354298,0.00490043,0.006467863,0.001595606,0.001281524,0.001510335,0.001619455,0.00189046,0.002257685,0.00887717,0.001575133,0.011462823,1.043716423,0.010241886,0.006624673,0.001668034,0.001570689,0.002810065,0.003392722,0.002597833,0.002498303,0.001985068,0.006420956,0.004725569,0.012752403,0.012624719,0.003611875,0.014190496,0.00156213,0.001960756,0.002660976,0.004175953,0.00586532,0.00181221,0.011953935,0.001727249,0.003886327,0.001611913,0.001792627,0.002021208,0.001847168,0.002086373,0.006500619,0.001995971,0.005090432,0.002909794,0.003612521,0.006982345,0.001733286,0.003579018,0.003004575,0.005930431,0.007460297,0.002725063,0.003172691,0.004087211,0.004666197,0.00208883,0.001411804,0.002936688,0.005787654,0.002815221,0.003371844,0.003787583,0.001765846,0.004607256,0.002267064,0.001752819,0.002189734,0.001974195,0.002568692,0.013572798,0.002957575,0.005666305,0.004650274,0.004103102,0.008737551,0.006277505,0.006388096,0.002843779,0.003322151,0.004453589,0.00631291
XY-049-D1,0.001178923,0.001711804,0.001254183,0.001278356,0.001566921,0.004854235,0.001548382,0.001545486,0.001447736,0.001499429,0.006039772,0.003178156,0.006779142,0.001746936,0.007505488,0.001587486,0.00145335,0.002537001,0.002139705,0.001899937,0.001513601,0.001567096,0.001335436,0.002091676,0.002355985,0.008171256,0.002310718,0.001664766,0.001842054,0.002837819,0.004068524,0.002155906,0.004389809,0.002388716,0.00122255,0.004452796,0.008367006,0.001300807,0.002231277,0.009875254,0.001882128,0.001138434,0.00145989,0.001547311,0.001960459,0.002128782,0.006640871,0.001477913,0.010797941,0.010241886,1.029827578,0.008360957,0.003270219,0.001596945,0.00615206,0.002389514,0.001843357,0.003438425,0.002869508,0.005473788,0.001550763,0.013144843,0.010315464,0.006808747,0.011341538,0.001600655,0.002417372,0.002974309,0.004620575,0.003728468,0.00240523,0.017075688,0.001854537,0.005573246,0.001321738,0.002786388,0.002231573,0.002612377,0.001933031,0.006973832,0.001899556,0.005091707,0.003067988,0.002695756,0.0095628,0.002383893,0.011703225,0.00337142,0.005668003,0.005153191,0.003112309,0.003669214,0.003178726,0.004053023,0.002430048,0.001897651,0.003526109,0.002662116,0.003420271,0.003932877,0.003170321,0.004482117,0.010396511,0.002748201,0.001495271,0.002230996,0.004265896,0.00233141,0.009244466,0.003559441,0.005744405,0.004433851,0.002592463,0.004564063,0.004503439,0.003877098,0.003617944,0.003431457,0.008393617,0.0066977
XY-012-D1,0.003125653,0.00185852,0.001929439,0.002386289,0.004075913,0.005141068,0.005433969,0.001754884,0.001879266,0.00571056,0.013859584,0.003679461,0.002470807,0.00154027,0.005521556,0.005670665,0.004222989,0.005248396,0.002103961,0.005627785,0.002296233,0.002261408,0.003529368,0.001917301,0.008360648,0.007583185,0.002997933,0.002300102,0.003427805,0.002708967,0.003181694,0.002997209,0.006359904,0.0104086,0.005246858,0.001798145,0.007015969,0.002647418,0.002316239,0.003242882,0.002359173,0.001994305,0.001785256,0.002221439,0.005018741,0.009212219,0.017221923,0.002927473,0.006686293,0.006624673,0.008360957,1.058689302,0.001683427,0.001789173,0.008616538,0.001968798,0.001775095,0.002068461,0.005811641,0.001737204,0.001502476,0.002747863,0.00223377,0.002796641,0.003315182,0.002028997,0.001734916,0.001734279,0.001990526,0.006054324,0.002057138,0.003917794,0.00193815,0.007302637,0.001836907,0.001437598,0.002395191,0.001392768,0.001389802,0.008934199,0.001759803,0.004701682,0.00296662,0.002842248,0.004020881,0.002385212,0.007722794,0.00810681,0.002309671,0.001940402,0.002836943,0.002841989,0.002397165,0.002570849,0.001332807,0.002177358,0.00596519,0.001893736,0.001719244,0.003330125,0.003156748,0.002003615,0.005098701,0.001494578,0.001360323,0.002068774,0.004465764,0.001349682,0.003007708,0.003445247,0.002886233,0.002442229,0.001369467,0.00339279,0.003134748,0.002106534,0.002248616,0.005288726,0.002600498,0.003216652
ZR-181-D1,0.001946797,0.012416685,0.002678798,0.002079249,0.004814489,0.006797926,0.002566299,0.002097448,0.00756982,0.007634679,0.001759727,0.005475786,0.006962892,0.007760945,0.002262486,0.003554688,0.002515201,0.001867565,0.013486668,0.00856477,0.007352375,0.005444596,0.004996551,0.002600861,0.001895584,0.001784493,0.002855821,0.00312096,0.005941308,0.001936547,0.001919179,0.002100314,0.002701916,0.002349688,0.002192583,0.003896094,0.001744161,0.002494504,0.004145549,0.002451105,0.006421429,0.002754196,0.002541136,0.004124702,0.002412794,0.00280512,0.002086459,0.005107419,0.002733904,0.001668034,0.003270219,0.001683427,1.036540755,0.003113473,0.007897789,0.002654747,0.001989466,0.004641532,0.001713407,0.00241187,0.002545947,0.001996507,0.002208726,0.001966665,0.003770272,0.005035334,0.006497494,0.00482431,0.007650342,0.00176202,0.009260321,0.00201447,0.010219147,0.001817376,0.002210984,0.006406457,0.00895563,0.003980921,0.006703242,0.00177398,0.004460427,0.001670595,0.00226883,0.002431481,0.001342156,0.003030967,0.005038942,0.006342116,0.005158317,0.00194284,0.003154691,0.001435905,0.002430403,0.002012408,0.006558151,0.002801002,0.001609592,0.00275478,0.005502899,0.001743656,0.002041238,0.005289183,0.005286911,0.006869029,0.005835383,0.00643681,0.009447472,0.008053132,0.002004282,0.001539218,0.002982596,0.001752629,0.004317847,0.004712431,0.001730421,0.002231174,0.002042069,0.002242183,0.001361935,0.001858181
ZR-089-D1,0.002593127,0.003487164,0.008301803,0.006134263,0.003822799,0.001829414,0.007203826,0.006425812,0.009048213,0.002456512,0.001725366,0.006778093,0.00199374,0.007060152,0.005114292,0.002191356,0.006281963,0.001538028,0.00282009,0.004925246,0.004159776,0.003947631,0.003282358,0.00328732,0.002406701,0.001705789,0.00158683,0.009711521,0.007183832,0.001674809,0.001719555,0.002634822,0.002351996,0.002300627,0.010036963,0.003888716,0.001958116,0.002427832,0.002614737,0.001661368,0.006540931,0.005282348,0.004244906,0.002348079,0.006903474,0.007305691,0.001672034,0.002933594,0.003325469,0.001570689,0.001596945,0.001789173,0.003113473,1.060032031,0.002274112,0.00769199,0.010187011,0.006805639,0.001200804,0.005611886,0.00414181,0.001726673,0.003979452,0.001294023,0.001860517,0.009680543,0.007117693,0.003756452,0.003152643,0.001254042,0.002598431,0.001800342,0.002410085,0.001245575,0.007099191,0.003410806,0.00682963,0.00723792,0.005452286,0.001738304,0.007039836,0.001382056,0.001264461,0.002498307,0.00126506,0.007145675,0.001551345,0.001734314,0.002034049,0.002152255,0.001490782,0.001005254,0.001680266,0.001224782,0.005105895,0.003440947,0.001173953,0.002835126,0.004413754,0.001292849,0.001247892,0.002752322,0.001605911,0.006591506,0.004353514,0.009666864,0.002451345,0.005308097,0.001483142,0.001165828,0.001656118,0.001127126,0.007130345,0.004949814,0.001275584,0.001852169,0.002814636,0.001496848,0.001101526,0.001225911
ZR-180-D1,0.003351191,0.004732149,0.003440939,0.005410955,0.007110349,0.005547005,0.003418387,0.002282658,0.009681567,0.007302401,0.007470709,0.00386868,0.005618236,0.00313796,0.005525131,0.006781362,0.002293123,0.00217019,0.002793043,0.011401841,0.006004748,0.004131241,0.003068459,0.002562477,0.005315949,0.003916354,0.011087734,0.00217147,0.002373882,0.002818305,0.001816384,0.003004876,0.00888659,0.007180116,0.005096891,0.002058104,0.010685728,0.003142195,0.002472126,0.004511706,0.005076133,0.005923705,0.006224568,0.003710689,0.002574978,0.003999354,0.004996948,0.003268615,0.005078458,0.002810065,0.00615206,0.008616538,0.007897789,0.002274112,1.080858036,0.001596413,0.002274068,0.002185051,0.002252742,0.001707117,0.00178531,0.002821687,0.001697636,0.001608287,0.002300537,0.002544589,0.00165623,0.001433676,0.002578357,0.003354301,0.002389936,0.005201909,0.002233741,0.003766205,0.002913037,0.002423701,0.005223779,0.001950261,0.001584729,0.003874448,0.001995849,0.002030598,0.004382591,0.002730564,0.002145051,0.001817566,0.001975759,0.002606227,0.001744745,0.001482734,0.001809845,0.001684148,0.00165743,0.001644758,0.001625565,0.002372282,0.0019689,0.003359827,0.00232684,0.00171823,0.002449868,0.002116694,0.001621829,0.002270093,0.001758275,0.001923497,0.003247813,0.001615141,0.00162938,0.003515681,0.001897531,0.002291653,0.001461646,0.001614268,0.002354939,0.001642611,0.001865404,0.001804836,0.001567201,0.001413334
ZR-241-D1,0.003358329,0.002651688,0.002161146,0.001940611,0.002008269,0.002223288,0.00201855,0.006906537,0.003710285,0.002202035,0.001491674,0.003263522,0.001940567,0.003149258,0.006896941,0.003494507,0.00285363,0.002339145,0.002581593,0.002348726,0.002176481,0.002289,0.003631451,0.006495007,0.001909944,0.001576739,0.0021709,0.002782126,0.006932785,0.001494563,0.00536883,0.007197336,0.001786591,0.002237266,0.009001633,0.002744277,0.005234498,0.002282087,0.005940409,0.003447933,0.002261258,0.004804799,0.002935094,0.003701789,0.002184589,0.00361177,0.004379725,0.002311225,0.009093625,0.003392722,0.002389514,0.001968798,0.002654747,0.00769199,0.001596413,1.056222426,0.00229866,0.00456249,0.00163118,0.002929327,0.004898332,0.005084767,0.003806225,0.004687015,0.003790616,0.00233686,0.004392729,0.002719968,0.002222586,0.001690493,0.002384377,0.005663792,0.00415995,0.001463107,0.003608856,0.004797585,0.005062084,0.004422602,0.009268312,0.00249619,0.008590877,0.001735422,0.001997488,0.002227961,0.001623178,0.002607903,0.004499838,0.001992945,0.002958776,0.005204907,0.002929675,0.001934107,0.001646206,0.001882074,0.009064247,0.006503682,0.001445374,0.006236865,0.006535366,0.001606067,0.001756518,0.003804607,0.002372761,0.005882752,0.00720964,0.009374985,0.002549396,0.006884557,0.00525231,0.00151681,0.002092065,0.001549592,0.010066755,0.006353736,0.001535959,0.008259183,0.002287873,0.004551066,0.001803878,0.001769089
ZR-221-D1,0.008356538,0.002210482,0.010231576,0.005523938,0.006522919,0.003587028,0.006585473,0.009377624,0.004375869,0.002492386,0.001941264,0.00215293,0.001487733,0.004620303,0.002324329,0.004162276,0.010504163,0.001585473,0.00206628,0.002712751,0.006429077,0.00377913,0.003003757,0.004434463,0.008682076,0.002760685,0.00186915,0.007439001,0.002846084,0.002729122,0.00175881,0.00644517,0.003500427,0.002788289,0.002890949,0.009676866,0.001844652,0.003468979,0.00244348,0.001514483,0.008826591,0.004042401,0.014605112,0.002436477,0.010870694,0.002891395,0.001416846,0.003041564,0.001743979,0.002597833,0.001843357,0.001775095,0.001989466,0.010187011,0.002274068,0.00229866,1.042974957,0.010883682,0.001850064,0.004392981,0.011107224,0.001354317,0.001434969,0.001184268,0.001206835,0.010447753,0.003654868,0.002798168,0.007916022,0.001362134,0.002715146,0.001450635,0.002151222,0.001890984,0.007316095,0.002532789,0.006159157,0.006816418,0.002987844,0.001703771,0.002486197,0.001331931,0.001219127,0.010180008,0.002500867,0.009117701,0.001451696,0.001420717,0.001426659,0.001533372,0.001263826,0.00159155,0.001521612,0.001462832,0.00590136,0.004539651,0.001768998,0.003392071,0.004054353,0.001478239,0.001466123,0.0075059,0.001232334,0.00220124,0.002734407,0.005451269,0.002016262,0.002660609,0.001254343,0.001852287,0.004820727,0.001539083,0.005044225,0.001973051,0.001682202,0.0014962,0.005719365,0.001319125,0.001080207,0.00123795
ZR-176-D1,0.003378802,0.002680055,0.011495604,0.005666809,0.005882683,0.002687423,0.005681171,0.004030869,0.007344484,0.006220576,0.0020522,0.002796963,0.001893936,0.010008088,0.007430682,0.003357863,0.016587967,0.002328438,0.005109134,0.003104978,0.012193014,0.004780283,0.008302392,0.002618323,0.004302271,0.002489065,0.001757946,0.006159917,0.006674998,0.001833574,0.004052508,0.006214941,0.002214436,0.005880469,0.002861053,0.00962176,0.001933152,0.00250519,0.004415293,0.001413147,0.007011845,0.008712587,0.005679704,0.002267297,0.013770864,0.004108223,0.001759266,0.003733456,0.002769445,0.002498303,0.003438425,0.002068461,0.004641532,0.006805639,0.002185051,0.00456249,0.010883682,1.029000739,0.001370538,0.004448492,0.005743936,0.001628613,0.001674044,0.001385332,0.001479071,0.00477961,0.008438464,0.002151136,0.006648068,0.001224915,0.002540028,0.001856007,0.002126944,0.001469896,0.012431163,0.003590769,0.006829486,0.003368641,0.004596626,0.002044378,0.002070097,0.00142308,0.001241439,0.005542983,0.001433349,0.005426733,0.001848605,0.0017102,0.001969277,0.001858003,0.001292736,0.001261687,0.001898861,0.003310864,0.004120594,0.0084952,0.00129464,0.003828419,0.002924787,0.001181168,0.001269126,0.005854229,0.001548922,0.002082091,0.003193509,0.005301735,0.002211912,0.00331657,0.001542013,0.001300796,0.003289786,0.001157072,0.003698793,0.00259366,0.001209482,0.002775111,0.002726111,0.001377027,0.001196445,0.001222992
JL-059-D1,0.003787518,0.001935847,0.001525009,0.002114237,0.003426417,0.002214904,0.002964783,0.001566563,0.001439816,0.001646515,0.006128946,0.001717623,0.00394952,0.001370652,0.001801427,0.002718889,0.001431823,0.013120837,0.00336297,0.001672215,0.001833859,0.001660311,0.001587449,0.004949408,0.00249358,0.008322277,0.004278473,0.002196248,0.001470225,0.00443708,0.002608674,0.002652332,0.002557677,0.006173945,0.003866115,0.003688612,0.002444521,0.003655757,0.001401444,0.007297103,0.002312309,0.002323638,0.001851554,0.004330047,0.001635107,0.001818674,0.002706263,0.003160785,0.002753123,0.001985068,0.002869508,0.005811641,0.001713407,0.001200804,0.002252742,0.00163118,0.001850064,0.001370538,1.097763544,0.002298068,0.001551649,0.002369879,0.00212279,0.005326795,0.002128951,0.002168623,0.001363229,0.002250872,0.001609483,0.006208868,0.001901976,0.002190853,0.005314199,0.006905937,0.004154214,0.001297895,0.001905726,0.001400097,0.001479736,0.002711004,0.002194232,0.003337811,0.005951952,0.004295663,0.005350976,0.004450709,0.002810343,0.003698289,0.002178053,0.002668033,0.004069056,0.005098839,0.00337088,0.003101622,0.00132481,0.003055348,0.007319391,0.004413666,0.001463429,0.006643691,0.008214925,0.001410285,0.005362881,0.001632149,0.001764946,0.001467748,0.007226769,0.001363774,0.002318511,0.011245878,0.002450257,0.006085059,0.001431536,0.001934494,0.009968392,0.002334716,0.00767584,0.003089939,0.004694308,0.004330088
ZR-177-D1,0.001400381,0.004656558,0.005945743,0.003378437,0.006008514,0.00439326,0.005029218,0.00588927,0.005189075,0.001875439,0.001432746,0.001992585,0.002267094,0.003042414,0.002518624,0.002158866,0.003100894,0.003134678,0.002166554,0.001734857,0.001898197,0.00529836,0.001995277,0.003690882,0.001438816,0.00209121,0.001811186,0.006554045,0.002382508,0.002419006,0.004549492,0.001676601,0.001809793,0.001446568,0.001412611,0.001830625,0.00519341,0.001346871,0.00548833,0.005178987,0.006058579,0.001594566,0.007373513,0.003038045,0.003275783,0.001475,0.001764512,0.001646419,0.003107206,0.006420956,0.005473788,0.001737204,0.00241187,0.005611886,0.001707117,0.002929327,0.004392981,0.004448492,0.002298068,1.033808807,0.00626908,0.00488389,0.006259929,0.002869678,0.005580373,0.007212342,0.005228947,0.011541837,0.004450524,0.002255529,0.004885616,0.005724814,0.002807764,0.002450529,0.003768183,0.005144659,0.005453087,0.008849756,0.002478354,0.002178286,0.005272677,0.003453106,0.002176336,0.002461075,0.005135799,0.006282304,0.002462753,0.002223613,0.004582544,0.006550061,0.002053283,0.00278293,0.002756219,0.003330642,0.006884839,0.001988344,0.004897144,0.004157754,0.010114271,0.005797986,0.002266649,0.002709599,0.003923878,0.003293534,0.005269958,0.004235978,0.002127642,0.004678408,0.006120432,0.00266527,0.00332729,0.002797217,0.007834789,0.004380697,0.003771752,0.005206757,0.007904437,0.002162438,0.005338806,0.008296807
ZR-219-D1,0.002026104,0.003337619,0.003996298,0.002492138,0.003977612,0.002310336,0.003372436,0.00978771,0.005927645,0.002225679,0.001391304,0.002100988,0.002337795,0.003497374,0.005047979,0.004274603,0.008665746,0.00162984,0.0021915,0.001986137,0.002946229,0.005200292,0.002346513,0.008180601,0.001996608,0.001596743,0.002013442,0.004680109,0.005990898,0.001610547,0.004363434,0.002062893,0.001982645,0.00170963,0.001974772,0.003429382,0.002604691,0.001693467,0.006282897,0.001591517,0.007136725,0.002346815,0.006317407,0.002130982,0.006220547,0.002182593,0.001705567,0.001921133,0.002012283,0.004725569,0.001550763,0.001502476,0.002545947,0.00414181,0.00178531,0.004898332,0.011107224,0.005743936,0.001551649,0.00626908,1.051922321,0.00263693,0.002289707,0.001409227,0.002737945,0.006048536,0.015785385,0.005488406,0.0029521,0.00165589,0.002682077,0.002349237,0.004662184,0.001519002,0.005456709,0.004297332,0.005728568,0.00898779,0.011523241,0.001914063,0.006452774,0.00175785,0.00148475,0.004938488,0.001595983,0.00665004,0.001551052,0.001861863,0.001916697,0.002513829,0.001511353,0.001775575,0.00164804,0.002404164,0.011629701,0.005415557,0.001526465,0.006415403,0.004778518,0.001745955,0.001457255,0.002538407,0.001774097,0.006677619,0.007195168,0.005954534,0.004360911,0.006862663,0.001919136,0.001530606,0.001817435,0.001623585,0.009377506,0.00354723,0.001785579,0.003421885,0.005389544,0.001651018,0.001344362,0.001731066
